X,Y,FID,icon_url
114.890975099958,4.9320096609706,"0",./0.png
114.907885286771,4.91842556072865,"1",./0.png
114.977376854154,4.97553123541409,"2",./0.png
114.814146691541,4.74382172040287,"3",./0.png
114.931697572941,4.88625229377078,"4",./0.png
114.502083943709,4.61090592258151,"5",./0.png
114.287346935695,4.60082946626131,"6",./0.png
115.091249510982,4.65546134314726,"7",./0.png
115.041652979823,4.68593355367054,"8",./0.png
114.943764632042,4.9185036256654,"9",./0.png
114.917080389785,4.91023849845076,"10",./0.png
114.922640478511,4.89035031709044,"11",./0.png
115.045070419719,5.02443283033859,"12",./0.png
114.430185189119,4.65541522169491,"13",./0.png
114.292485974901,4.6062505258081,"14",./0.png
114.989147012122,4.95076101786249,"15",./0.png
115.003038115334,4.96800220919255,"16",./0.png
114.728984930648,4.71226027190577,"17",./0.png
114.823737433977,4.9434036494709,"18",./0.png
114.819652399879,4.94056361490994,"19",./0.png
114.816321373487,4.9374585791739,"20",./0.png
114.80907031571,4.93088350317068,"21",./0.png
114.807409301577,4.92988149059321,"22",./0.png
114.928082553168,4.87772920535122,"23",./0.png
114.832625559521,4.92081144890472,"24",./0.png
114.837226549601,4.95110274755563,"25",./0.png
114.590502590314,4.72452915054965,"26",./0.png
114.913601343076,4.91768956387889,"27",./0.png
115.022211317849,4.95833915052254,"28",./0.png
114.894503239798,4.87222209285588,"29",./0.png
114.847032735937,4.89931026849349,"30",./0.png
114.845903796817,4.85864987652595,"31",./0.png
114.910503277354,4.93785675222122,"32",./0.png
115.052846531594,5.00418464883098,"33",./0.png
114.941974663728,4.89088835665788,"34",./0.png
114.937004558105,4.92346566132544,"35",./0.png
114.921237454972,4.89602636918602,"36",./0.png
114.659776169874,4.77083871090453,"37",./0.png
114.944669710464,4.87911524811954,"38",./0.png
114.942406672374,4.88834933298691,"39",./0.png
114.93896166855,4.87169516657793,"40",./0.png
114.948350834582,4.82854576778096,"41",./0.png
114.176405918869,4.58723415246973,"42",./0.png
114.077132993732,4.58650597897018,"43",./0.png
114.213657272498,4.58417418635247,"44",./0.png
114.941726667484,4.88740932273016,"45",./0.png
114.950248741684,4.89188238094532,"46",./0.png
114.88983122443,4.85540992306796,"47",./0.png
114.917024396888,4.90592945691389,"48",./0.png
114.839279684708,4.88620912905351,"49",./0.png
114.917581408505,4.90239842395177,"50",./0.png
114.943006675992,4.8895733458356,"51",./0.png
114.231459426786,4.59165128624818,"52",./0.png
114.89751028942,4.86044598502624,"53",./0.png
114.901743259361,4.90057337816692,"54",./0.png
114.927551461225,4.92675467603867,"55",./0.png
114.908230374745,4.87055910120082,"56",./0.png
114.330274316034,4.61464566838332,"57",./0.png
114.65580607183,4.80558303482363,"58",./0.png
115.071617667576,5.0294099269363,"59",./0.png
114.919609439119,4.8961303672869,"60",./0.png
114.914135364104,4.90873947877727,"61",./0.png
114.387119817657,4.63471595338907,"62",./0.png
114.931035564298,4.88753730495788,"63",./0.png
114.951359698097,4.92251067783285,"64",./0.png
115.074576259288,4.70892983219267,"65",./0.png
115.106231567046,4.70821387940926,"66",./0.png
114.930463558519,4.88769130542271,"67",./0.png
114.941053658986,4.88855033251617,"68",./0.png
114.874782876791,4.9697449942049,"69",./0.png
114.94754167849,4.91283857788207,"70",./0.png
114.939755621664,4.90258446528043,"71",./0.png
114.923223449771,4.90975350475756,"72",./0.png
115.142718879146,4.73271017937551,"73",./0.png
114.909666291218,4.9255586324894,"74",./0.png
114.888567139309,4.89682031862364,"75",./0.png
114.819934408083,4.9374845859171,"76",./0.png
114.922006504632,4.8720781402185,"77",./0.png
114.75513805962,4.78272399028255,"78",./0.png
114.82210341952,4.94272464002441,"79",./0.png
114.846138677554,4.92734653578201,"80",./0.png
115.070694665284,5.02574888984172,"81",./0.png
114.944666623167,4.92837872233893,"82",./0.png
114.91564737967,4.9081664759672,"83",./0.png
114.985407944259,4.9685031821841,"84",./0.png
114.977422814826,4.99761144830561,"85",./0.png
114.940489637486,4.89764041900375,"86",./0.png
115.072252237029,4.70879282689131,"87",./0.png
114.257590672901,4.59096132366512,"88",./0.png
114.797223348307,4.84825169088253,"89",./0.png
114.49421975529,4.67862855021102,"90",./0.png
114.711926581906,4.82003627102595,"91",./0.png
114.912253385462,4.8864372609909,"92",./0.png
114.944100637489,4.91725961429147,"93",./0.png
114.873080057343,4.85888992688325,"94",./0.png
114.907301200985,4.96332299126721,"95",./0.png
114.823763455415,4.93153653580281,"96",./0.png
114.948364530211,5.00007341920642,"97",./0.png
114.853711677005,4.9682919421597,"98",./0.png
114.89457405924,4.97408507168928,"99",./0.png
114.655752069068,4.80687504703103,"100",./0.png
114.905487292996,4.90191539774128,"101",./0.png
114.838834675987,4.88872815241433,"102",./0.png
114.920349446895,4.8957603650463,"103",./0.png
114.780039351376,4.75168173668235,"104",./0.png
114.818379394188,4.93691557767079,"105",./0.png
114.558558267889,4.73565720106048,"106",./0.png
114.917693400452,4.90755047369624,"107",./0.png
114.832685530626,4.93734660751176,"108",./0.png
114.906756252362,4.93165568588316,"109",./0.png
114.857454906,4.85961690623018,"110",./0.png
114.91340948308,4.83719578958628,"111",./0.png
114.985216950581,4.96395113795355,"112",./0.png
114.875668010687,4.89944732086367,"113",./0.png
114.788942225147,4.87319391495766,"114",./0.png
114.944637573235,4.95618698997466,"115",./0.png
115.03205036743,4.98369441312786,"116",./0.png
114.943464681333,4.88904734158673,"117",./0.png
114.906626242466,4.93650473226104,"118",./0.png
114.904531320948,4.88089819402403,"119",./0.png
114.943755686801,4.8875383275784,"120",./0.png
114.844839756076,4.87600104104482,"121",./0.png
114.91065034632,4.89985238711427,"122",./0.png
114.944849681927,4.89626041348512,"123",./0.png
114.92215142807,4.91616556451501,"124",./0.png
114.895946175887,4.91620251800611,"125",./0.png
115.061026597459,5.01153273474584,"126",./0.png
114.869592037249,4.85124584733922,"127",./0.png
114.873955105481,4.83621071069238,"128",./0.png
114.832968578647,4.91190336412846,"129",./0.png
114.85021978792,4.88721715817849,"130",./0.png
114.931997529652,4.91234154532717,"131",./0.png
114.839653689185,4.88570612489575,"132",./0.png
114.775319200799,4.81263031149315,"133",./0.png
114.602836672621,4.74490036538029,"134",./0.png
114.215122285347,4.58469619369625,"135",./0.png
114.192187076881,4.58097412041029,"136",./0.png
114.330985324133,4.61380266165523,"137",./0.png
114.656741082226,4.8047280283202,"138",./0.png
114.655827071461,4.80591003797402,"139",./0.png
114.654560060347,4.80536003051758,"140",./0.png
115.062491578274,5.0299399153866,"141",./0.png
114.832743565744,4.91794942168167,"142",./0.png
114.833362572493,4.91749341841857,"143",./0.png
114.840210615273,4.93037055414623,"144",./0.png
114.941094661708,4.88723231990311,"145",./0.png
114.943266678823,4.88938834451714,"146",./0.png
114.943246680725,4.88820233306525,"147",./0.png
